lat,long
24.7382204,121.09474190000003
24.720563,121.11654599999997
24.7205936,121.13639760000001
24.716709,121.15439000000003
24.715542,121.167371
24.716709,121.15439000000003
24.748484,121.08300600000007
23.798444,120.64203299999997
23.834664,120.70471900000007
23.835158,120.75011700000005
23.826451,120.78489000000002
23.818455,120.85332199999993
23.8326153,120.86611689999995
26.798742,117.81594599999994
23.819105,121.47452499999997
23.497375,121.3746523
22.793711,121.12316099999998
22.6873814,120.30748779999999
23.499805,120.44845299999997
25.040859,121.57629199999997
46.652644,129.75782700000002
23.9900527,120.56064530000003
22.280917,120.71716700000002
25.077924,121.693623
24.1097634,120.61430900000005
25.062562,121.64665000000002
23.107024,120.30192299999999
22.9072505,120.27219330000003
22.9238933,120.28639240000007
25.004192,121.44473700000003
24.808765,120.98382400000003
24.806746,121.003064
24.788158,121.02185600000007
24.807527,121.03930000000003
22.9234,120.24044700000002
24.922226,121.05573500000003
25.137638,121.80000999999993
23.942712,121.54425800000001
25.12778,121.81681000000003
